ano,espvida,fectot,mort1,sobre60,e_anosestudo,gini,ppobcri,pren20ricos,pren80,rdpc,rdpc1,rdpc10,rmpob,rpob,theil,emp,theiltrab,t_banagua,t_lixo,t_luz,t_fora6a14,t_fundin_todos,t_m10a14cf,t_mulchefefif014,homemtot,mulhertot,pesorur,pesourb,i_escolaridade,idhm,idhm_l
2000,67.88,4.47,35.47,75.87,8.72,0.54,94.99,56.94,43.06,144.94,17.87,582.98,56.93,89.74,0.52,0.29,0.33,29.02,45.05,68.17,6.08,63.6,0.0,12.0,3666,3283,4745,2204,158,451,715
2000,69.2,2.7,31.16,78.24,8.61,0.52,83.87,56.39,43.61,269.31,47.46,1128.04,77.4,124.76,0.47,3.66,0.39,81.09,95.76,98.52,3.1,67.42,0.0,7.32,3312,3197,3745,2764,164,0.52,737
2000,73.35,2.66,19.41,80.38,9.27,0.52,51.69,58.07,41.93,531.74,106.03,2128.44,84.31,152.93,0.47,5.36,0.45,96.85,99.12,99.55,2.07,47.34,0.0,7.38,1402,1339,586,2155,294,635,806
2000,67.42,2.49,37.06,75.03,7.07,0.59,89.96,60.62,39.38,190.53,12.09,828.45,57.5,87.54,0.53,0.43,0.29,69.79,78.85,68.43,10.6,63.25,0.0,11.16,8559,8451,11931,5079,159,463,707
2000,70.86,2.54,26.12,77.26,9.26,0.41,66.21,47.06,52.94,317.59,81.69,1009.46,84.9,152.21,0.3,1.5,0.33,92.85,98.73,97.83,6.32,53.1,0.0,12.0,2607,2367,3282,1692,253,565,764
2000,70.86,2.53,26.12,81.17,9.13,0.49,69.1,55.51,44.49,384.03,86.92,1485.57,92.08,151.74,0.41,2.59,0.4,95.65,96.63,99.18,7.23,46.61,0.0,6.94,3782,3617,2792,4607,294,588,764
2000,71.1,2.33,25.44,81.58,8.49,0.54,67.22,59.19,40.81,450.63,90.68,2024.43,90.49,149.76,0.51,3.64,0.48,94.68,96.77,97.65,4.9,49.63,0.0,13.01,5034,5000,1621,8413,285,601,768
2000,69.43,2.5,30.42,78.66,9.79,0.59,71.5,64.11,35.89,396.44,56.71,1945.99,79.46,127.55,0.63,2.82,0.55,90.16,95.03,97.14,3.12,33.75,0.24,19.6,24567,25733,923,49377,0.41,614,741
2000,73.71,2.39,18.52,80.81,8.55,0.55,74.44,60.32,39.68,371.08,65.58,1671.12,82.73,133.09,0.53,2.23,0.43,95.86,97.98,97.07,6.24,48.27,0.0,8.21,5635,5505,2638,8502,272,598,812
2000,75.21,2.42,14.97,82.59,9.01,0.53,58.22,58.41,41.59,471.26,102.7,2112.51,90.94,156.03,0.49,2.69,0.49,96.2,90.91,99.48,3.57,41.05,0.0,11.98,11012,11257,3640,18629,333,649,837
2000,74.07,2.1,17.63,81.25,9.0,0.57,44.49,63.08,36.92,668.96,134.11,3395.24,93.65,164.64,0.59,4.6,0.68,96.92,97.32,99.26,4.2,41.57,0.0,9.13,14281,14502,3558,25225,327,657,818
2000,72.83,2.32,20.73,79.74,9.61,0.53,61.4,59.2,40.8,458.83,97.46,1967.14,94.17,153.55,0.5,0.12,0.56,97.55,99.27,98.27,4.69,44.71,1.24,18.18,4329,3968,424,7873,311,615,797
2000,72.88,2.15,20.6,84.61,8.47,0.48,53.84,53.93,46.07,487.87,120.67,1917.46,100.16,164.18,0.38,2.08,0.42,96.77,98.32,99.0,9.81,64.2,0.0,6.11,7869,7279,6734,8414,201,0.56,798
2000,75.98,1.81,13.27,83.48,9.68,0.56,35.05,61.27,38.73,867.68,161.47,4034.7,98.44,169.39,0.55,5.37,0.57,99.43,99.48,99.93,3.1,30.6,0.15,8.8,66190,69437,4801,130826,457,716,0.85
2000,69.48,2.53,30.25,78.75,9.09,0.59,83.03,62.47,37.53,279.89,37.99,1370.21,72.55,112.72,0.58,1.98,0.61,75.89,40.39,89.81,10.78,63.01,0.0,8.17,4979,4872,4704,5147,184,537,741
2000,69.61,2.41,29.88,78.97,7.65,0.63,69.1,67.44,32.56,478.26,71.47,2673.29,86.29,140.66,0.7,2.73,0.69,81.48,88.43,96.89,8.49,58.12,0.51,19.9,13174,12915,3803,22286,0.21,546,744
2000,69.83,1.82,29.2,79.36,9.17,0.57,65.32,62.74,37.26,479.58,78.62,2223.28,86.72,143.5,0.58,4.03,0.53,93.78,95.72,98.33,3.21,40.88,0.31,14.38,26535,28768,6306,48997,368,0.62,747
2000,67.04,3.41,38.39,74.34,5.73,0.61,90.95,62.1,37.9,159.67,3.6,713.2,51.87,81.34,0.51,0.0,0.36,19.54,34.32,89.05,8.34,54.23,4.19,22.13,1893,1758,1531,2120,214,462,701
2000,65.7,3.96,43.3,71.87,8.26,0.58,94.67,60.61,39.39,117.58,8.05,504.19,52.8,70.54,0.56,0.53,0.47,31.9,64.46,47.93,11.45,73.39,0.0,17.69,5327,5202,7469,3060,118,402,678
2000,66.87,2.98,38.99,74.03,8.64,0.54,88.16,57.13,42.87,201.55,24.57,839.51,68.85,106.88,0.48,1.7,0.45,41.92,63.39,84.06,8.72,59.91,0.15,14.39,18895,18875,19630,18140,194,482,698
2000,70.02,2.62,28.63,79.69,7.76,0.47,86.56,51.8,48.2,219.06,47.88,795.97,78.16,121.91,0.37,1.26,0.35,83.98,87.03,87.43,11.83,61.11,2.05,7.79,4837,4637,5577,3897,172,482,0.75
2000,67.29,3.59,37.49,74.81,8.43,0.54,90.63,58.57,41.43,192.39,30.38,825.15,67.36,102.79,0.49,2.05,0.44,53.88,48.42,87.85,6.25,65.88,0.0,19.71,7285,7495,6579,8201,0.19,473,705
2000,73.2,2.14,19.79,85.14,9.73,0.56,40.9,62.0,38.0,770.44,131.15,3560.73,95.21,158.25,0.57,4.86,0.55,97.87,99.22,99.84,2.91,29.91,0.42,11.58,52715,54061,9020,97756,469,0.69,803
2000,71.63,2.59,23.95,82.5,8.93,0.53,73.47,57.89,42.11,372.81,72.05,1590.18,85.05,138.7,0.48,3.43,0.4,95.13,93.95,98.78,6.88,51.52,0.0,10.74,3406,3263,3218,3451,248,0.56,777
2000,71.08,2.24,25.51,81.54,7.73,0.46,77.24,51.68,48.32,284.56,67.11,1035.3,84.83,137.02,0.38,2.1,0.31,81.66,74.24,95.31,9.04,56.95,1.52,12.69,3899,3804,2715,4988,213,559,768
2000,70.42,2.57,27.4,80.41,8.89,0.58,60.84,64.24,35.76,542.88,102.73,2787.23,92.17,158.16,0.61,4.83,0.67,92.75,91.98,97.29,9.19,53.44,0.0,9.53,12074,11502,6453,17123,249,578,757
2000,72.53,2.07,21.52,84.02,9.86,0.45,59.07,51.95,48.05,436.19,126.35,1585.8,101.08,172.77,0.33,5.21,0.36,98.96,98.08,100.0,3.42,45.57,0.0,5.62,4725,4492,1559,7658,295,627,792
2000,74.61,2.34,16.36,81.89,8.54,0.53,62.96,58.83,41.17,469.76,103.38,2112.72,101.47,159.41,0.5,0.91,0.61,88.55,98.49,80.95,10.18,64.91,0.0,2.57,1506,1377,1245,1638,0.18,573,827
2000,71.13,2.58,25.35,77.61,7.09,0.52,91.08,56.16,43.84,193.78,33.88,800.08,74.85,104.59,0.43,1.79,0.45,79.4,98.2,86.35,7.67,55.27,0.0,9.59,2983,2864,4482,1365,159,0.47,769
2000,67.54,3.17,36.62,75.26,7.26,0.5,90.34,53.48,46.52,167.52,22.04,606.93,64.16,101.51,0.35,0.39,0.27,65.32,93.76,88.92,9.12,58.52,0.77,16.81,2251,2068,2583,1736,181,485,709
2000,66.23,2.87,41.28,72.87,8.5,0.46,89.13,51.36,48.64,182.86,42.05,656.32,84.74,114.96,0.37,0.27,0.31,73.43,46.49,79.9,7.39,45.91,0.0,26.39,1498,1453,1214,1737,206,495,687
2000,69.11,2.48,31.42,78.09,8.39,0.51,72.87,56.05,43.95,349.69,68.57,1474.59,80.18,142.81,0.44,0.94,0.43,79.3,89.55,87.5,5.43,53.45,0.0,12.95,9144,8637,6682,11099,245,557,735
2000,70.97,2.81,25.8,77.41,8.17,0.47,68.03,52.6,47.4,358.89,81.28,1311.47,91.81,143.27,0.39,2.95,0.4,94.28,95.6,99.21,19.72,44.2,0.0,4.34,4289,4169,4447,4011,282,572,766
2000,70.97,2.36,25.8,77.41,7.91,0.46,71.53,50.68,49.32,316.13,66.07,1067.9,83.94,135.84,0.37,1.82,0.28,93.02,91.34,99.23,1.0,36.77,0.0,18.44,4098,4134,368,7864,361,0.6,766
2000,69.77,2.32,29.38,79.25,8.24,0.57,83.37,62.08,37.92,346.52,64.7,1712.14,84.56,132.95,0.58,4.02,0.53,90.31,76.72,99.36,7.39,71.79,1.44,11.39,1522,1500,648,2374,165,539,746
2000,70.64,2.37,26.77,80.78,8.02,0.5,82.75,54.82,45.18,338.0,59.9,1271.66,75.06,132.64,0.45,0.76,0.37,94.96,91.24,98.32,11.26,59.1,0.0,5.23,922,869,1118,673,228,549,761
2000,70.07,1.99,28.47,79.78,9.4,0.42,55.9,48.79,51.21,376.85,96.9,1223.52,89.98,155.68,0.32,0.47,0.31,92.26,92.85,99.33,2.37,29.23,0.0,14.46,6976,7313,834,13455,394,635,751
2000,69.83,2.17,29.2,79.36,8.5,0.6,73.86,63.78,36.22,371.34,44.31,1830.65,73.02,123.22,0.59,4.32,0.61,84.43,91.51,92.43,6.93,55.82,0.0,6.4,12089,12198,9988,14299,233,548,747
2000,71.13,2.01,25.37,81.63,9.15,0.56,69.83,61.01,38.99,410.75,68.79,1792.21,84.75,135.06,0.55,3.39,0.51,93.32,90.42,96.64,5.8,47.07,0.0,15.59,4968,5220,1131,9057,278,596,769
2000,69.68,3.05,29.66,79.09,7.31,0.44,75.37,51.08,48.92,331.47,93.62,1165.94,99.95,153.22,0.33,0.0,0.26,95.42,97.65,97.97,15.95,67.72,2.74,8.96,3057,2866,2993,2930,162,0.48,745
2000,69.14,2.08,31.33,78.14,8.96,0.52,79.98,57.2,42.8,314.3,60.97,1347.35,80.91,134.24,0.48,2.58,0.52,93.11,83.94,93.2,4.54,53.64,0.0,11.57,5128,5208,2707,7629,248,568,736
2000,70.0,2.42,28.66,79.67,8.43,0.57,76.33,62.45,37.55,396.82,69.39,1882.98,84.08,138.06,0.56,2.35,0.57,85.83,81.75,96.56,7.45,51.89,1.53,13.56,8327,8648,3708,13267,276,0.58,0.75
2000,70.5,2.14,27.17,80.54,7.43,0.53,79.68,55.94,44.06,266.99,35.64,1076.38,70.4,118.2,0.5,0.22,0.3,85.53,71.68,95.62,5.77,59.25,0.0,4.42,2216,2341,2054,2503,217,0.52,758
2000,69.91,3.02,28.94,76.04,9.63,0.61,86.25,63.21,36.79,206.93,10.65,985.01,59.78,92.95,0.58,1.17,0.47,48.46,50.9,62.78,5.79,57.77,0.7,16.35,4177,3796,4074,3899,206,513,749
2000,67.89,2.93,35.42,75.9,7.79,0.62,94.99,64.0,36.0,135.79,2.8,657.1,53.44,74.25,0.54,1.11,0.38,34.98,64.38,54.54,9.64,70.61,0.44,14.29,4811,4667,6394,3084,139,436,715
2000,71.38,2.71,24.64,77.93,9.29,0.43,65.93,48.35,51.65,319.28,80.7,1044.69,90.41,146.39,0.32,1.28,0.26,90.65,73.27,99.61,5.37,44.61,0.37,23.96,126897,126648,4684,248861,296,577,773
2000,70.68,2.32,26.66,80.85,8.52,0.55,54.04,59.62,40.38,583.95,101.14,2443.96,95.48,149.38,0.54,1.93,0.55,97.77,98.78,100.0,7.31,29.39,0.0,7.12,1838,1933,459,3312,357,631,761
2000,71.76,2.28,23.6,82.71,6.88,0.45,65.7,50.65,49.35,356.05,88.6,1289.36,91.5,148.77,0.35,1.01,0.32,93.16,96.22,96.72,3.55,51.89,0.0,14.74,3794,3864,1082,6576,251,552,779
2000,68.42,2.17,33.65,76.86,7.96,0.6,79.62,65.33,34.67,370.53,63.07,1944.11,85.69,131.58,0.64,5.15,0.57,89.05,84.43,94.31,8.11,54.73,0.0,17.1,7474,7786,3783,11477,238,538,724
2000,67.64,2.49,36.29,75.44,9.53,0.53,73.52,57.23,42.77,340.16,63.12,1493.74,77.38,136.62,0.49,5.43,0.42,90.03,98.03,94.81,0.75,50.26,0.0,4.49,1140,1178,946,1372,273,0.57,711
2000,67.64,2.72,36.28,75.44,7.27,0.61,86.16,63.35,36.65,207.01,16.24,970.65,61.23,88.38,0.68,1.25,0.43,48.27,63.72,68.56,9.43,69.58,0.0,24.3,2775,2615,2498,2892,166,457,711
2000,68.4,2.65,33.72,76.82,7.98,0.53,90.1,57.34,42.66,204.21,34.81,865.39,74.58,108.69,0.47,0.67,0.41,76.94,64.92,83.77,17.46,69.7,0.0,10.92,3533,3409,4704,2238,136,456,723
2000,68.86,2.7,32.22,77.64,8.73,0.46,80.43,50.84,49.16,299.18,70.84,1103.86,84.56,144.15,0.36,1.1,0.39,83.64,53.91,98.12,5.63,67.11,2.17,7.7,2440,2206,1784,2862,149,501,731
2000,72.03,2.33,22.86,78.74,9.3,0.58,67.46,64.48,35.52,503.12,84.49,2426.83,89.3,146.03,0.59,3.85,0.55,94.6,96.14,98.52,2.79,41.22,0.0,10.23,4330,4220,1286,7264,365,637,784
2000,71.49,2.22,24.34,82.25,8.39,0.46,54.74,52.49,47.51,432.8,100.67,1613.75,86.07,154.54,0.36,1.47,0.41,83.81,89.44,91.31,6.73,57.66,0.59,9.88,6136,5392,5332,6196,0.21,566,775
2000,66.77,3.7,39.35,73.84,7.38,0.59,92.64,62.21,37.79,168.53,20.56,814.87,65.93,90.74,0.59,0.88,0.45,29.75,88.59,52.21,10.34,75.81,0.0,16.84,13827,13410,16742,10495,118,421,696
2000,67.71,2.3,36.05,75.56,9.2,0.59,74.28,63.64,36.36,368.52,58.0,1833.52,82.96,125.86,0.62,2.21,0.64,91.61,78.63,96.49,2.11,56.38,0.0,12.97,6943,7195,3240,10898,253,568,712
2000,73.4,2.19,19.29,80.43,8.52,0.56,66.66,61.41,38.59,469.01,75.98,2091.85,83.92,139.74,0.55,3.33,0.54,97.14,98.02,98.87,5.28,44.38,0.0,12.97,8123,8236,3069,13290,331,617,807
2000,71.58,2.49,24.08,82.41,8.87,0.56,76.98,62.73,37.27,414.45,76.55,1971.41,92.0,142.89,0.55,2.41,0.48,92.84,95.74,90.22,4.68,50.2,0.0,9.86,2645,2497,1278,3864,326,593,776
2000,66.82,3.99,39.14,73.95,7.35,0.56,87.84,59.91,40.09,212.89,34.43,944.33,69.63,102.23,0.55,1.85,0.43,34.72,59.58,68.72,11.91,71.85,0.0,16.13,7500,7405,9860,5045,149,439,697
2000,67.75,2.2,35.91,75.64,8.04,0.46,75.56,51.91,48.09,277.35,66.96,980.93,84.48,134.14,0.36,2.21,0.37,91.49,81.08,96.06,6.69,58.86,0.0,11.95,2727,2696,1921,3502,198,0.53,713
2000,72.03,2.51,22.86,83.17,7.66,0.43,69.5,49.29,50.71,329.65,95.85,1106.19,98.57,155.63,0.31,1.88,0.25,100.0,94.77,99.04,6.92,53.75,0.0,18.98,971,936,204,1703,245,549,784
2000,71.28,2.16,24.94,77.79,7.5,0.49,67.19,55.77,44.23,388.72,94.21,1574.69,90.37,154.79,0.4,3.23,0.33,93.4,94.75,98.3,9.89,44.14,0.0,5.39,2756,2619,1066,4309,279,587,771
2000,70.58,2.51,26.93,76.91,8.61,0.71,66.99,74.19,25.81,672.71,88.63,4491.82,92.88,157.8,0.97,5.15,1.07,89.95,94.27,99.63,7.72,49.04,0.0,9.81,1994,1743,1075,2662,279,597,0.76
2000,70.73,2.73,26.49,77.1,8.45,0.56,85.01,59.92,40.08,262.56,41.59,1235.1,75.88,120.7,0.49,1.74,0.49,74.06,95.99,89.69,12.98,61.8,0.0,15.1,2032,1837,2220,1649,141,498,762
2000,69.11,3.66,31.42,78.09,8.03,0.7,93.0,71.61,28.39,177.3,2.25,1024.11,49.56,74.36,0.79,0.28,0.73,31.26,59.81,61.8,9.81,70.48,0.0,12.09,5207,4992,7678,2521,0.14,442,735
2000,67.64,2.55,36.28,75.44,8.67,0.57,90.78,61.96,38.04,191.7,26.81,897.17,67.41,93.83,0.58,2.8,0.57,48.59,71.78,86.51,4.91,65.1,0.0,13.65,4900,4766,2132,7534,173,468,711
2000,70.69,2.41,26.63,80.87,9.36,0.48,60.82,53.3,46.7,427.5,84.68,1556.73,87.77,144.62,0.41,1.49,0.33,90.92,80.14,99.24,3.93,35.74,0.33,19.3,56526,59441,2658,113309,403,621,762
2000,69.66,3.17,29.7,79.07,7.3,0.59,88.46,63.88,36.12,252.83,37.25,1244.3,74.73,106.94,0.63,1.93,0.53,55.14,72.08,76.68,4.52,58.27,0.0,14.88,8127,8142,6581,9688,233,517,744
2000,73.33,2.32,19.45,85.36,9.88,0.53,57.76,58.47,41.53,534.12,112.26,2332.5,96.51,159.44,0.47,4.2,0.49,96.31,99.55,95.85,1.92,44.52,0.75,11.56,10789,10545,5444,15890,316,628,806
2000,69.37,2.44,30.63,78.54,9.14,0.58,83.57,62.34,37.66,268.51,36.04,1274.11,71.94,110.37,0.6,2.33,0.53,60.87,79.51,88.25,4.38,58.68,0.44,11.53,18177,18543,10442,26278,215,535,0.74
2000,69.98,2.58,28.72,79.64,6.78,0.63,83.76,67.81,32.19,287.38,40.09,1591.26,78.41,108.96,0.72,2.27,0.67,61.76,66.03,82.48,8.89,67.16,0.0,17.67,3480,3299,1208,5571,165,484,0.75
2000,69.52,2.47,30.15,78.81,9.44,0.56,71.4,60.68,39.32,384.91,67.16,1684.87,87.76,129.38,0.55,3.39,0.51,89.46,91.6,97.47,3.32,38.86,0.0,28.63,11838,12342,2886,21294,358,605,742
2000,70.07,2.42,28.45,76.24,7.84,0.44,78.77,49.16,50.84,255.23,55.18,827.31,81.8,132.0,0.3,4.59,0.28,91.66,92.72,99.02,12.34,64.69,0.0,10.67,3746,3462,4262,2946,153,0.49,751
2000,70.55,2.39,27.05,80.62,9.17,0.58,79.25,63.05,36.95,366.5,52.39,1717.62,74.89,115.62,0.57,5.49,0.36,94.95,87.53,82.77,3.46,59.91,0.0,11.0,1240,1126,1124,1242,227,557,759
2000,67.53,2.46,36.66,75.24,8.04,0.58,88.08,61.35,38.65,242.82,39.55,1173.41,72.54,111.61,0.61,1.68,0.64,86.01,82.86,94.12,8.35,62.46,0.0,12.05,2502,2325,3026,1801,165,489,709
2000,71.31,2.62,24.84,81.95,8.75,0.45,68.23,50.93,49.07,331.48,82.68,1201.21,86.61,148.58,0.36,3.35,0.28,97.97,98.63,100.0,3.61,41.06,0.0,23.05,3511,3531,1,7041,311,608,772
2000,64.15,3.91,49.39,69.0,8.6,0.74,96.14,74.0,26.0,117.07,0.0,687.14,32.08,53.26,0.64,0.0,0.26,18.81,63.56,56.08,2.34,77.82,0.0,30.9,2424,2377,3890,911,111,407,653
2000,67.89,2.51,35.42,75.9,7.53,0.51,91.45,55.35,44.65,190.59,36.39,764.58,76.76,105.69,0.4,0.28,0.26,83.3,76.05,95.05,7.06,71.9,0.0,15.6,2712,2666,3735,1643,98,445,715
2000,69.2,3.23,31.13,78.26,7.57,0.62,89.4,65.58,34.42,215.06,20.78,1110.07,64.0,92.17,0.7,0.42,0.65,56.78,38.57,94.24,8.62,73.18,1.4,16.68,2455,2469,2438,2486,0.13,437,737
2000,67.11,3.74,38.14,74.47,6.65,0.56,90.41,59.47,40.53,196.31,24.04,868.56,71.06,98.12,0.48,0.0,0.41,32.58,22.51,56.64,12.16,61.48,0.0,22.62,2246,1946,2225,1967,226,516,702
2000,62.63,3.16,55.8,66.18,8.19,0.53,88.05,56.62,43.38,166.14,19.47,644.22,64.85,93.72,0.47,2.28,0.42,49.59,90.7,88.43,5.48,54.13,0.0,15.69,2994,2759,2991,2762,208,463,627
2000,72.99,2.37,20.33,84.79,9.37,0.52,52.93,59.11,40.89,534.2,122.26,2321.06,97.21,165.93,0.47,3.91,0.52,97.8,98.4,98.93,2.84,47.01,1.4,5.59,4134,3944,1445,6633,293,623,0.8
2000,71.76,2.52,23.6,82.71,9.58,0.46,59.94,51.07,48.93,386.67,86.73,1347.7,88.66,147.74,0.37,1.75,0.3,92.01,89.13,99.44,6.44,35.74,0.98,23.14,90740,94163,695,184208,365,608,779
2000,66.32,2.97,40.98,73.02,6.61,0.67,79.14,70.61,29.39,434.92,50.35,2611.57,78.9,127.61,0.8,0.87,0.83,87.11,96.37,95.76,18.78,59.24,0.0,10.04,7064,6649,7399,6314,183,488,689
2000,69.52,2.71,30.15,78.81,8.27,0.57,85.13,61.93,38.07,309.94,54.91,1539.74,83.66,125.2,0.57,1.63,0.48,76.97,86.8,90.82,6.12,56.9,0.0,18.1,5370,5345,4690,6025,237,522,742
2000,64.69,2.92,47.21,70.0,6.27,0.52,89.79,56.84,43.16,195.69,31.79,788.67,70.08,106.39,0.45,0.37,0.41,61.32,58.41,84.46,12.32,70.25,1.8,13.13,2860,2578,1745,3693,152,434,662
2000,68.41,3.85,33.68,76.84,8.7,0.61,85.67,65.29,34.71,255.32,33.17,1281.47,67.2,99.37,0.66,5.05,0.61,57.11,51.2,81.04,5.81,64.43,0.56,21.33,7141,7209,4443,9907,203,497,724
2000,70.47,2.38,27.28,80.48,8.08,0.55,58.03,60.21,39.79,533.26,121.95,2587.08,102.01,164.85,0.53,2.17,0.57,97.07,99.26,99.88,7.73,40.01,0.0,7.64,3941,3580,2824,4697,0.32,611,758
2000,70.55,2.33,27.05,76.86,9.26,0.49,78.91,54.39,45.61,315.24,67.2,1223.59,81.95,140.52,0.41,4.03,0.4,95.84,100.0,97.13,2.3,46.76,0.0,11.31,1734,1626,747,2613,286,602,759
2000,69.2,2.46,31.15,78.25,8.37,0.54,85.61,57.38,42.62,240.33,35.87,1019.88,73.75,112.6,0.49,1.41,0.42,50.8,86.85,78.68,9.2,58.17,0.0,17.06,4543,4073,5722,2894,205,472,737
2000,71.46,2.39,24.42,82.21,8.54,0.45,68.69,50.56,49.44,321.76,74.42,1116.18,84.99,138.07,0.36,2.02,0.28,95.98,97.37,97.26,3.58,56.29,2.01,12.27,1950,1824,2549,1225,242,559,774
2000,68.19,2.13,34.42,76.44,8.57,0.58,82.29,63.74,36.26,247.95,33.28,1176.6,75.27,108.97,0.58,1.54,0.57,89.49,78.41,92.28,14.1,42.5,0.0,11.25,1044,938,729,1253,254,526,0.72
2000,68.38,2.76,33.79,76.78,7.65,0.49,75.9,55.04,44.96,364.15,94.29,1563.72,91.63,163.88,0.42,2.69,0.47,94.13,99.12,98.19,5.56,52.43,0.0,11.02,2218,2190,245,4163,216,562,723
2000,67.53,3.1,36.66,75.24,7.84,0.46,76.61,51.75,48.25,290.05,72.74,1081.49,91.49,141.68,0.36,1.08,0.38,86.46,91.45,95.05,12.95,60.56,0.72,11.23,4472,4135,4411,4196,187,509,709
2000,71.23,2.99,25.07,81.81,9.04,0.5,75.85,54.37,45.63,289.9,51.64,1099.31,76.44,127.64,0.42,1.1,0.34,83.17,61.89,96.97,3.07,48.61,0.0,21.36,9159,8996,958,17197,265,0.56,771
2000,69.2,2.64,31.15,78.25,7.7,0.55,72.59,58.27,41.73,313.47,35.41,1399.09,70.75,122.05,0.56,1.16,0.33,69.61,62.93,93.88,5.73,63.4,0.0,5.04,1914,1825,2011,1728,169,496,737
2000,67.58,2.35,36.5,75.32,8.13,0.47,92.17,50.47,49.53,170.51,30.07,589.63,70.06,109.49,0.37,2.08,0.28,80.93,73.05,92.52,12.24,66.9,0.0,12.26,2035,1909,1933,2011,154,474,0.71
2000,72.38,2.23,21.91,79.19,9.32,0.53,68.46,58.21,41.79,466.37,95.81,2059.64,88.94,153.61,0.49,3.24,0.49,97.14,99.14,97.73,6.25,50.25,0.0,2.51,4803,4475,3789,5489,0.26,599,0.79
2000,70.84,2.13,26.18,81.14,8.64,0.48,72.7,53.43,46.57,352.65,74.33,1320.48,88.94,136.46,0.42,2.5,0.39,93.24,89.55,85.05,7.44,50.49,0.0,15.96,2684,2534,1616,3602,275,589,764
2000,67.42,2.52,37.04,75.04,7.4,0.53,83.43,58.45,41.55,309.08,69.76,1420.17,84.63,138.95,0.49,2.16,0.5,95.72,96.96,100.0,14.73,60.61,0.0,16.46,2896,2899,1807,3988,188,483,707
2000,68.69,2.61,32.78,77.33,7.76,0.6,87.73,65.09,34.91,293.6,43.97,1526.05,78.18,114.81,0.65,4.43,0.44,75.43,79.84,79.43,14.58,64.06,0.0,7.7,1979,1868,1698,2149,179,0.51,728
2000,70.0,2.55,28.66,76.15,7.9,0.53,84.11,58.6,41.4,270.99,54.65,1188.74,85.5,125.19,0.47,2.13,0.45,85.61,79.8,93.77,12.29,65.85,0.0,4.74,3124,2937,4271,1790,141,486,0.75
2000,72.5,2.43,21.6,79.33,8.64,0.59,57.08,64.56,35.44,621.02,110.11,3075.82,92.44,159.81,0.6,3.94,0.57,98.15,96.8,99.96,3.54,39.18,0.0,13.19,15519,15745,5745,25519,401,654,792
2000,72.37,2.57,21.95,83.75,9.58,0.4,58.22,45.68,54.32,396.61,112.18,1170.43,84.28,160.06,0.25,0.38,0.32,89.24,83.01,97.88,5.67,50.49,0.0,6.56,1635,1479,1244,1870,287,593,0.79
2000,72.21,2.57,22.38,83.48,8.17,0.56,68.54,61.67,38.33,461.96,87.38,2150.28,93.2,143.8,0.54,5.19,0.51,91.8,94.48,98.37,9.14,52.45,1.66,10.16,8487,7878,3821,12544,263,565,787
2000,69.2,3.07,31.16,78.24,9.49,0.52,73.79,57.67,42.33,359.83,90.37,1628.48,98.84,149.42,0.46,1.93,0.52,96.72,94.74,99.09,5.11,51.4,1.22,11.15,8029,8080,2057,14052,267,579,737
2000,70.55,2.11,27.05,80.62,9.4,0.44,80.66,49.35,50.65,274.05,66.79,890.7,86.22,131.86,0.34,0.25,0.29,95.34,92.12,91.71,2.46,61.28,0.0,5.17,1805,1709,1477,2037,184,555,759
2000,68.42,2.15,33.65,76.86,7.64,0.51,84.9,57.1,42.9,280.53,67.69,1253.21,86.82,134.44,0.44,2.81,0.42,91.02,91.25,98.61,2.27,71.23,0.0,17.12,2193,2184,1139,3238,149,508,724
2000,67.72,5.06,36.01,75.58,6.67,0.49,92.19,56.14,43.86,141.44,35.8,524.14,65.43,82.96,0.41,0.46,0.27,37.77,84.48,78.18,10.97,72.12,0.0,23.76,2361,2227,3417,1171,0.12,392,712
2000,65.81,2.54,42.88,72.08,7.6,0.58,92.43,60.7,39.3,148.7,10.26,654.59,55.71,83.55,0.51,0.73,0.43,36.82,65.32,67.99,8.29,70.83,0.0,15.94,6235,5909,6040,6104,129,427,0.68
2000,72.1,2.42,22.67,78.83,9.45,0.49,41.95,55.89,44.11,587.14,152.05,2480.22,101.88,178.6,0.42,3.71,0.47,98.24,96.48,99.6,3.76,46.86,0.0,7.55,12002,11471,4431,19042,298,623,785
2000,65.91,3.86,42.48,72.28,7.18,0.59,95.38,59.81,40.19,114.64,1.86,469.91,46.55,72.8,0.5,0.0,0.25,25.48,81.6,55.13,8.06,85.06,0.0,17.67,3370,3285,5398,1257,67,376,682
2000,68.4,3.53,33.72,76.82,8.96,0.55,84.37,60.31,39.69,305.94,52.24,1328.86,83.65,118.39,0.5,6.13,0.49,70.45,86.49,98.49,1.66,56.97,0.0,3.63,899,924,1073,750,225,537,723
2000,68.87,2.83,32.2,77.66,9.04,0.61,90.6,65.0,35.0,237.28,28.1,1219.89,68.12,104.32,0.62,0.0,0.4,66.87,35.17,95.79,5.53,61.6,0.0,20.25,1765,1723,1361,2127,187,514,731
2000,71.58,2.41,24.08,82.41,9.62,0.53,66.33,57.99,42.01,430.9,74.3,1782.27,84.47,139.01,0.5,3.88,0.5,92.92,92.72,97.3,3.68,34.17,0.0,15.57,22820,23969,6387,40402,387,0.64,776
