ano,espvida,fectot,mort1,sobre60,e_anosestudo,gini,ppobcri,pren20ricos,pren80,rdpc,rdpc1,rdpc10,rmpob,rpob,theil,emp,theiltrab,t_banagua,t_lixo,t_luz,t_fora6a14,t_fundin_todos,t_m10a14cf,t_mulchefefif014,homemtot,mulhertot,pesorur,pesourb,i_escolaridade,idhm,idhm_l
1991,55.76,6.67,93.57,56.12,7.33,0.52,96.83,56.46,43.54,82.26,11.83,331.94,50.69,62.18,0.4,,,4.6,2.44,52.99,27.71,29.79,0.0,17.74,11672,11631,16338,6965,94,312,513
1991,55.56,6.54,94.76,55.78,3.63,0.41,98.45,47.1,52.9,70.3,19.08,211.41,53.72,63.81,0.29,,,0.0,0.0,0.5,66.86,35.49,0.0,9.52,2680,2465,5144,0,47,192,509
1991,54.31,8.14,102.53,53.61,6.15,0.56,97.4,58.22,41.78,78.07,5.19,324.9,46.95,59.23,0.44,,,0.0,0.0,29.93,47.49,29.63,1.26,15.13,4489,4061,6651,1899,45,216,489
1991,56.07,3.97,91.71,56.66,5.33,0.51,96.09,56.02,43.98,122.76,26.39,520.86,65.69,83.25,0.45,,,6.44,0.3,57.28,41.14,40.32,0.0,19.49,7454,7263,10416,4300,63,265,518
1991,59.24,6.14,73.94,60.8,6.18,0.42,98.94,48.66,51.34,54.62,16.02,174.77,44.94,50.71,0.28,,,4.96,0.68,34.11,44.43,26.75,0.93,9.88,7596,7461,9110,5947,99,272,571
1991,58.23,5.4,79.37,59.15,5.98,0.48,96.4,53.06,46.94,117.03,26.2,452.75,67.1,86.09,0.41,,,19.53,0.0,49.68,34.13,30.42,0.32,28.56,13569,14187,13666,14089,151,0.34,554
1991,54.95,5.85,98.53,54.71,4.98,0.51,97.65,56.79,43.21,87.99,17.75,373.25,53.2,62.94,0.46,,,4.74,0.0,43.46,55.59,37.87,0.0,11.77,9634,9128,13813,4949,73,222,499
1991,58.4,5.79,78.45,60.8,4.99,0.53,95.8,58.54,41.46,95.38,18.31,410.05,52.88,68.29,0.47,,,3.59,0.0,54.09,30.7,33.83,0.0,17.94,2224,2130,4354,0,103,289,557
1991,54.2,4.16,103.29,53.41,5.56,0.52,96.04,57.37,42.63,107.03,23.26,456.77,58.43,74.37,0.45,,,9.74,25.51,56.48,32.67,37.3,0.41,15.96,13186,13198,15106,11278,78,283,487
1991,58.4,6.09,78.45,60.8,6.16,0.51,96.63,56.78,43.22,63.42,13.98,264.74,42.75,49.17,0.44,,,2.19,0.0,22.26,42.55,34.82,0.0,14.12,3166,3078,5312,932,79,257,557
1991,60.24,4.43,68.8,64.12,5.32,0.54,87.87,58.99,41.01,173.04,24.66,679.58,66.63,90.95,0.49,,,24.88,0.0,67.26,53.58,38.34,0.0,13.28,3580,3433,7013,0,61,256,587
1991,58.31,4.91,78.95,60.63,4.48,0.41,97.25,47.5,52.5,98.49,30.24,309.76,64.67,83.28,0.27,,,4.81,6.89,16.93,51.79,42.52,0.47,15.65,6027,5960,9904,2083,66,0.27,555
1991,57.15,5.33,85.39,58.58,6.75,0.46,97.97,52.16,47.84,76.63,19.88,275.79,51.9,64.1,0.36,,,7.19,0.0,20.66,34.35,42.83,0.0,17.4,7909,7799,12767,2940,93,294,536
1991,58.15,6.55,79.77,60.36,2.1,0.51,95.59,51.48,48.52,76.23,1.97,253.85,50.6,63.44,0.34,,,0.0,0.0,1.44,82.08,34.36,0.0,14.06,5378,4996,10373,0,13,156,553
1991,61.94,5.62,60.59,67.24,5.71,0.51,95.53,55.94,44.06,86.25,15.74,335.67,50.52,66.31,0.47,,,4.16,0.0,25.67,57.28,32.17,0.0,12.42,5051,4654,9705,0,65,0.23,616
1991,54.02,5.65,104.4,53.11,4.63,0.42,98.23,48.21,51.79,75.64,20.89,245.12,56.53,65.51,0.3,,,0.44,0.0,16.21,54.43,36.38,0.25,19.83,7605,7283,14888,0,0.03,205,484
1991,56.68,3.99,88.09,57.75,6.9,0.51,93.4,56.39,43.61,129.75,26.92,532.39,66.61,84.59,0.45,,,19.45,9.92,73.23,29.3,33.74,0.0,21.86,10470,10966,5309,16127,168,347,528
1991,58.17,4.58,79.68,60.39,7.86,0.53,89.49,57.19,42.81,170.84,30.38,721.64,71.13,100.48,0.46,,,22.45,37.61,95.34,15.68,17.85,0.12,22.75,37089,38085,49130,26044,322,431,553
1991,52.04,5.91,117.69,50.04,5.08,0.4,100.0,46.73,53.27,60.72,18.31,180.32,51.84,57.89,0.27,,,0.28,0.0,53.9,41.12,39.79,0.0,11.9,4064,4096,8160,0,41,208,451
1991,65.18,2.74,49.31,71.79,8.63,0.61,72.45,65.1,34.9,371.59,49.21,1849.85,79.32,119.77,0.65,,,59.12,64.61,99.04,12.68,11.77,0.28,15.82,322033,369563,445352,246244,519,562,0.67
1991,57.08,4.55,85.82,58.44,4.96,0.42,94.25,48.74,51.26,120.43,34.05,392.47,71.57,92.76,0.31,,,6.19,19.8,19.73,61.95,42.33,0.0,13.53,12877,12754,20366,5266,61,0.25,535
1991,55.66,5.08,94.19,55.94,6.24,0.44,96.56,49.86,50.14,105.45,30.34,373.16,67.95,82.96,0.33,,,12.75,4.98,67.3,39.24,35.93,0.28,20.45,14726,14975,10182,19519,104,285,511
1991,54.2,4.91,103.29,53.41,5.34,0.6,91.0,63.87,36.13,159.77,24.41,796.98,61.97,85.42,0.64,,,3.99,0.0,61.33,41.51,36.86,1.88,13.03,5954,6096,12050,0,53,249,487
1991,61.94,5.62,60.59,67.24,4.77,0.48,91.88,54.28,45.72,102.74,25.11,371.64,54.96,75.63,0.39,,,1.01,0.0,16.47,54.38,28.41,0.0,8.3,2369,2082,4451,0,84,226,616
1991,58.4,6.21,78.45,60.8,6.49,0.62,95.71,65.34,34.66,119.39,19.11,637.68,56.25,69.08,0.68,,,12.9,0.0,48.49,31.27,33.98,0.0,15.0,7018,7129,6751,7396,114,0.31,557
1991,57.23,4.76,84.93,58.72,4.69,0.48,94.25,53.69,46.31,112.27,27.73,422.86,62.6,80.43,0.38,,,0.0,0.0,29.41,63.3,32.17,0.0,4.8,4767,4587,9354,0,0.03,212,537
1991,54.29,5.12,102.71,53.56,3.95,0.43,97.2,47.22,52.78,80.04,18.19,275.6,60.37,63.93,0.35,,,0.0,0.0,43.92,51.07,49.89,0.0,28.92,2084,2068,4151,0,37,198,488
1991,55.06,6.13,97.86,54.89,5.85,0.49,98.62,54.11,45.89,78.56,19.46,305.2,54.05,63.08,0.39,,,4.5,0.0,16.32,24.35,28.48,0.0,37.26,8227,7917,14175,1969,77,279,501
1991,56.13,5.68,91.31,56.78,3.04,0.37,97.89,45.13,54.87,87.52,32.88,261.01,64.96,78.75,0.22,,,1.29,0.0,44.55,65.11,38.47,1.46,14.49,4379,4117,8496,0,41,191,519
1991,54.2,4.3,103.29,53.41,5.43,0.5,96.39,53.54,46.46,82.67,9.01,299.34,53.36,67.48,0.43,,,0.0,0.0,42.25,47.23,46.14,0.0,20.73,4473,4500,8973,0,51,238,487
1991,57.37,5.84,84.14,58.97,4.71,0.47,97.48,52.16,47.84,90.4,18.34,323.14,57.03,72.26,0.35,,,3.68,0.0,65.22,65.03,35.07,1.32,18.02,10355,10113,20468,0,48,219,0.54
1991,58.01,6.22,80.59,58.72,3.62,0.5,98.37,55.12,44.88,78.44,16.86,304.94,49.92,62.34,0.43,,,1.33,0.0,15.64,55.08,35.86,0.0,21.6,4515,3942,8457,0,33,209,0.55
1991,61.44,5.98,62.93,66.28,6.45,0.6,96.74,60.4,39.6,82.33,0.0,356.06,45.49,57.99,0.42,,,8.07,11.77,26.67,52.26,33.55,0.0,12.08,7037,6602,10244,3395,88,286,607
1991,56.76,4.95,87.65,57.88,5.12,0.5,98.99,54.56,45.44,65.1,11.61,255.27,44.97,53.4,0.41,,,0.82,0.0,38.47,48.07,32.77,0.0,9.71,5283,4969,7806,2446,84,259,529
1991,58.99,5.26,75.27,61.86,5.08,0.38,97.97,45.65,54.35,74.2,24.23,215.13,57.07,67.68,0.23,,,9.92,0.0,44.95,43.21,32.41,0.0,13.69,2069,2047,4116,0,77,249,567
1991,55.56,5.53,94.76,55.78,6.22,0.55,98.75,59.07,40.93,57.33,6.73,236.48,38.88,47.22,0.55,,,8.82,0.0,22.29,24.79,32.07,1.01,13.42,3152,3045,4101,2096,84,261,509
1991,57.5,5.75,83.4,59.2,6.98,0.46,99.29,51.39,48.61,78.98,20.0,280.32,54.27,66.32,0.36,,,3.4,4.04,25.81,64.18,33.67,0.0,21.5,11578,11382,15145,7815,47,241,542
1991,60.57,4.21,67.16,64.71,6.21,0.49,91.01,54.62,45.38,149.22,32.51,573.74,70.23,95.83,0.41,,,25.67,21.52,80.1,29.73,28.81,0.34,20.98,52091,55348,16625,90814,198,362,593
1991,57.08,4.44,85.82,58.44,7.09,0.49,93.32,54.0,46.0,136.15,31.23,517.93,66.0,91.21,0.41,,,19.25,1.93,79.0,34.35,32.9,0.87,15.8,7506,7923,3557,11872,131,328,535
1991,54.64,6.8,100.49,54.16,6.09,0.52,95.7,56.14,43.86,96.1,16.59,379.32,54.82,70.72,0.44,,,4.03,0.0,62.65,38.25,43.58,0.0,9.06,2094,2026,4120,0,35,214,494
1991,54.29,5.02,102.71,53.56,4.62,0.52,95.69,56.65,43.35,97.69,16.62,405.45,56.05,68.93,0.45,,,15.34,0.0,46.83,59.16,37.79,0.39,15.68,15847,15435,17808,13474,69,254,488
1991,57.05,7.81,85.97,58.4,5.26,0.52,96.38,57.18,42.82,102.92,20.55,428.96,56.54,74.19,0.46,,,0.47,4.84,24.55,47.96,32.43,0.0,17.51,14842,13908,23502,5248,31,0.24,534
1991,57.05,7.88,85.97,58.4,4.55,0.49,94.93,56.21,43.79,100.51,25.74,416.73,58.05,68.85,0.41,,,1.44,0.0,25.7,58.75,32.94,0.5,10.56,6446,6260,12705,0,0.03,221,534
1991,52.95,7.55,111.43,51.28,5.14,0.51,96.81,55.38,44.62,87.2,14.92,338.35,52.42,68.24,0.47,,,2.61,0.98,39.57,59.77,25.8,0.31,19.29,17376,16603,25650,8329,0.07,236,466
1991,56.65,6.39,88.26,57.69,6.01,0.5,96.69,54.68,45.32,92.68,19.61,363.4,57.28,71.46,0.43,,,7.46,0.0,38.69,42.66,28.16,0.42,10.55,8261,8068,9429,6900,0.12,299,528
1991,57.47,5.42,83.56,59.15,6.29,0.5,98.24,53.88,46.12,75.11,12.52,284.47,50.29,61.64,0.43,,,6.67,2.77,36.02,54.57,29.65,0.23,18.2,16553,16344,20703,12194,111,276,541
1991,60.19,5.0,69.04,60.8,6.64,0.49,96.03,54.6,45.4,90.66,18.8,345.44,55.35,69.28,0.43,,,8.24,0.0,41.98,32.68,30.35,0.0,15.46,19410,19242,21755,16897,153,336,587
1991,57.94,4.01,80.96,59.98,4.03,0.55,98.94,54.86,45.14,74.34,0.0,267.07,45.78,64.83,0.32,,,1.68,0.0,64.25,47.05,30.2,0.0,13.04,3591,3343,6933,0,0.07,245,549
1991,60.24,5.43,68.8,64.12,7.23,0.49,94.73,52.57,47.43,95.78,15.94,332.0,55.94,75.15,0.44,,,13.06,1.58,62.88,39.47,27.32,0.0,17.35,10878,10572,11091,10359,0.13,322,587
1991,55.67,5.01,94.09,55.97,6.02,0.61,95.0,65.52,34.48,134.01,23.64,702.43,57.59,75.05,0.65,,,8.76,31.41,60.87,39.98,40.74,0.0,15.62,15448,15829,19090,12187,87,292,511
1991,58.96,5.29,75.44,61.8,6.65,0.49,94.47,53.78,46.22,120.36,24.33,460.69,65.44,85.87,0.38,,,16.36,7.11,70.66,43.28,30.49,0.24,20.27,18505,18740,12449,24795,147,322,566
1991,53.44,6.36,100.47,53.47,1.99,0.4,97.53,47.02,52.98,68.14,21.17,211.84,52.98,61.33,0.26,,,0.46,0.0,4.0,80.95,48.19,0.0,14.25,2857,2936,5793,0,16,143,474
1991,61.23,3.96,59.99,66.79,8.59,0.51,97.08,55.32,44.68,76.42,11.0,267.49,45.13,64.26,0.51,,,9.37,2.83,70.27,15.09,33.33,0.0,15.23,2639,2818,1834,3623,188,379,604
1991,59.27,3.28,69.0,63.39,8.25,0.5,92.73,54.37,45.63,144.59,30.08,575.22,69.79,99.51,0.43,,,27.03,24.9,83.69,14.19,30.85,0.0,14.76,5814,6509,1436,10887,0.23,0.42,571
1991,58.59,3.87,72.33,62.21,3.22,0.6,94.89,63.72,36.28,109.3,12.05,531.06,50.29,67.6,0.65,,,5.39,0.0,10.92,60.11,43.78,0.0,15.09,3977,4097,6849,1225,33,226,0.56
1991,56.07,4.32,85.41,57.88,4.07,0.53,94.53,60.08,39.92,112.15,24.34,495.31,55.26,70.75,0.48,,,0.41,0.0,28.99,60.44,51.8,0.0,16.62,2182,2229,4410,0,44,265,518
1991,61.45,3.62,59.03,67.17,4.76,0.54,96.81,59.0,41.0,84.02,15.72,359.14,47.71,60.06,0.49,,,7.64,2.66,23.04,42.51,45.99,1.46,12.48,7237,7020,11120,3137,67,258,608
1991,61.64,4.21,58.22,67.49,5.96,0.54,95.21,57.88,42.12,119.0,20.78,514.62,61.47,79.1,0.5,,,15.96,3.5,54.89,32.7,32.46,0.13,15.21,16222,16471,11545,21148,122,316,611
1991,55.62,6.71,87.86,57.13,5.44,0.59,94.96,61.15,38.85,67.94,4.38,290.77,40.87,49.98,0.56,,,37.46,0.0,42.39,26.71,28.75,0.0,14.85,2387,2250,4636,0,96,273,0.51
1991,62.71,3.63,53.7,69.34,6.07,0.51,94.25,55.22,44.78,118.73,22.58,467.87,60.08,82.34,0.44,,,18.6,23.11,48.46,22.89,35.36,0.0,13.3,8071,8457,8205,8323,158,364,629
1991,60.66,4.04,62.56,65.79,8.14,0.67,97.57,69.95,30.05,132.33,15.05,783.19,54.8,65.98,0.86,,,40.83,20.56,72.25,23.37,36.52,0.0,14.38,2985,3144,1844,4285,214,0.41,594
1991,61.96,4.55,56.84,68.05,6.04,0.47,96.8,53.01,46.99,82.78,19.54,308.62,54.05,65.34,0.37,,,0.8,0.0,27.91,29.23,34.41,0.0,13.71,3165,3066,3570,2660,67,289,616
1991,58.87,4.57,70.96,62.69,7.25,0.47,98.05,52.08,47.92,63.16,14.95,226.75,47.15,52.99,0.38,,,9.81,0.0,37.8,26.88,33.04,0.0,10.45,1636,1597,1983,1250,114,0.32,565
1991,58.82,3.35,71.16,62.62,6.47,0.52,94.97,56.3,43.7,96.58,15.89,375.97,53.75,72.44,0.48,,,16.42,5.04,40.97,26.1,46.67,0.38,19.45,2702,2621,3370,1953,67,281,564
1991,55.56,3.28,88.23,57.01,2.8,0.48,100.0,54.05,45.95,49.9,12.66,183.85,37.26,49.79,0.4,,,0.0,0.0,0.0,81.57,51.49,0.0,0.0,1342,1274,2615,0,25,157,509
1991,60.39,3.92,63.79,65.32,4.91,0.46,99.37,50.01,49.99,83.06,15.11,280.39,57.26,72.14,0.38,,,9.08,0.0,32.36,43.97,32.73,0.0,66.01,2763,2732,3873,1622,82,0.26,0.59
1991,57.85,4.19,76.07,60.92,1.67,0.51,97.97,55.64,44.36,62.29,11.18,235.66,42.16,53.72,0.44,,,0.0,0.0,23.1,85.1,39.72,0.0,6.39,3137,3152,6289,0,11,0.17,548
1991,57.87,4.12,75.92,60.97,5.0,0.55,96.18,60.85,39.15,97.21,18.31,466.25,53.15,60.89,0.53,,,15.72,0.0,26.43,41.67,39.69,0.24,22.48,4438,4319,5414,3344,62,256,548
1991,56.83,6.01,81.32,59.18,2.92,0.45,97.52,49.18,50.82,83.42,18.71,265.69,56.53,71.84,0.35,,,5.27,0.0,20.1,55.51,30.14,0.0,11.32,3098,2954,6052,0,26,202,531
1991,59.18,4.15,69.43,63.24,4.81,0.45,99.08,50.81,49.19,55.23,13.55,189.84,43.28,49.81,0.31,,,0.0,0.0,27.36,35.77,52.85,0.0,13.62,1789,1888,3677,0,8,185,0.57
1991,60.47,4.28,63.41,65.46,5.57,0.54,97.15,58.48,41.52,85.4,13.75,367.77,50.42,62.67,0.53,,,15.12,14.42,26.63,33.99,32.61,0.0,17.63,19005,19016,23575,14446,101,0.27,591
1991,62.79,6.2,53.38,69.48,5.09,0.51,90.7,57.53,42.47,113.7,23.06,462.73,61.55,70.42,0.46,,,15.0,0.0,28.95,26.65,27.93,0.0,34.88,1509,1450,1784,1175,153,358,0.63
1991,60.68,4.75,62.45,65.83,7.59,0.6,88.32,65.08,34.92,155.73,17.76,774.1,60.68,78.6,0.69,,,18.19,7.84,59.61,25.39,34.08,0.0,21.66,2902,2937,1657,4182,133,374,595
1991,57.13,4.53,79.76,59.69,4.26,0.55,97.47,59.24,40.76,78.19,11.97,330.96,45.28,60.25,0.55,,,11.54,20.05,30.86,40.25,31.59,0.0,18.12,10388,10051,13970,6469,73,279,536
1991,56.27,6.18,84.31,58.23,3.39,0.45,99.65,50.32,49.68,43.25,8.77,142.22,36.86,41.54,0.35,,,1.04,0.0,6.66,51.45,48.5,0.0,11.02,2404,2340,4744,0,7,146,521
1991,57.18,4.82,79.49,59.78,2.71,0.43,99.01,46.98,53.02,59.52,14.12,195.35,46.11,52.68,0.29,,,0.0,0.0,9.39,75.92,45.79,0.0,2.92,1831,1811,3641,0,17,179,536
1991,61.45,3.81,59.03,67.17,6.09,0.54,98.05,57.61,42.39,78.34,14.1,318.12,47.27,59.69,0.51,,,13.86,16.88,31.24,39.38,39.33,0.0,13.92,4896,4789,5656,4029,86,293,608
1991,61.54,4.04,58.67,67.31,7.96,0.61,96.47,63.5,36.5,90.6,7.01,427.57,46.76,58.46,0.68,,,25.25,0.0,55.08,21.8,35.97,0.0,18.13,2679,2626,1901,3404,113,343,609
1991,53.44,6.62,100.47,53.47,2.82,0.37,99.33,43.27,56.73,69.03,24.44,189.69,56.48,66.41,0.22,,,0.0,0.0,9.29,74.6,37.18,0.0,16.42,2104,2119,4223,0,8,0.16,474
1991,55.62,7.35,87.86,57.13,4.04,0.53,97.34,57.08,42.92,114.54,20.73,488.0,55.41,82.19,0.5,,,0.0,0.0,20.89,45.96,28.67,0.0,4.95,2126,1932,4058,0,32,197,0.51
1991,60.72,3.09,62.26,65.91,5.51,0.53,94.07,57.31,42.69,101.69,15.7,421.96,56.84,68.28,0.53,,,14.56,28.79,40.73,38.88,39.01,1.91,8.55,1897,1993,2693,1197,146,0.34,595
1991,62.81,5.16,53.26,69.53,6.5,0.77,92.94,79.45,20.55,202.48,9.14,1419.46,48.97,69.71,1.26,,,25.8,29.01,58.98,25.64,30.77,0.0,16.71,6786,7126,5414,8498,162,376,0.63
1991,54.59,5.27,93.68,55.39,3.52,0.49,99.67,54.97,45.03,85.12,20.29,332.46,53.69,68.73,0.43,,,1.41,0.0,24.76,44.38,46.98,0.0,0.0,2841,2543,5384,0,17,0.2,493
1991,61.96,4.73,56.84,68.05,5.11,0.48,100.0,53.88,46.12,83.3,20.7,323.59,54.37,66.25,0.41,,,0.65,0.0,4.1,37.31,40.4,0.0,10.93,2200,2149,4349,0,21,0.21,616
1991,61.45,4.31,59.03,67.17,5.58,0.47,97.6,51.56,48.44,89.73,19.73,318.12,56.87,73.95,0.38,,,0.34,0.0,21.91,40.91,47.46,0.0,9.35,2856,2761,5616,0,25,0.2,608
1991,60.47,4.18,63.41,65.46,7.25,0.53,98.89,58.63,41.37,82.19,16.44,360.14,48.34,61.78,0.48,,,5.63,0.0,20.13,48.18,38.97,0.0,13.52,4733,4582,9315,0,59,0.27,591
1991,54.13,4.62,96.35,54.62,3.38,0.46,100.0,50.94,49.06,45.06,9.56,147.52,38.46,42.98,0.38,,,0.28,0.0,18.15,41.11,46.06,0.0,10.39,1620,1548,3168,0,7,154,486
1991,53.5,5.51,100.13,53.56,5.77,0.45,97.99,50.25,49.75,94.93,21.91,333.43,62.83,75.33,0.34,,,17.88,18.26,54.71,41.68,33.44,0.0,15.2,8537,8058,8819,7776,64,227,475
1991,58.08,4.68,74.87,61.33,4.83,0.49,96.81,52.3,47.7,58.97,10.03,206.42,44.0,51.94,0.42,,,1.42,0.0,16.67,51.92,41.04,0.0,5.81,3620,3373,6992,0,17,194,551
1991,54.74,5.91,92.85,55.63,5.37,0.45,100.0,50.73,49.27,59.91,14.1,212.54,44.81,54.42,0.33,,,0.4,0.0,7.17,40.18,37.79,1.63,4.61,4244,3829,8073,0,35,0.21,496
1991,56.35,4.29,83.91,58.35,5.98,0.47,99.06,51.98,48.02,62.75,14.07,227.75,46.48,52.29,0.38,,,1.53,0.0,15.99,33.34,37.94,2.12,23.46,1572,1504,3075,0,21,194,523
1991,56.66,4.21,82.25,58.88,3.24,0.43,98.69,47.85,52.15,66.93,14.96,207.28,50.71,60.64,0.32,,,1.26,0.0,59.26,71.81,44.39,0.0,14.97,3303,3173,6476,0,0.02,167,528
1991,54.75,4.05,92.78,55.65,2.28,0.55,97.37,58.23,41.77,95.66,14.03,417.18,56.17,70.94,0.49,,,0.0,0.0,9.66,65.21,45.13,0.0,9.15,2763,2816,5579,0,35,177,496
1991,56.16,4.4,84.9,58.04,5.61,0.5,96.82,55.51,44.49,96.54,19.85,408.4,59.48,68.28,0.43,,,15.47,0.0,24.66,43.72,39.84,0.0,23.01,2896,2998,4663,1231,82,274,519
1991,55.56,6.45,88.23,57.01,3.95,0.42,98.53,47.36,52.64,64.97,16.16,200.74,51.62,59.86,0.32,,,0.0,0.0,0.44,51.47,38.0,0.0,17.48,2181,2221,4402,0,6,0.14,509
1991,58.64,5.46,72.06,62.3,4.4,0.43,94.63,49.83,50.17,105.39,28.19,376.99,69.19,78.64,0.31,,,0.0,0.0,21.61,63.64,42.99,0.0,7.38,1393,1307,2700,0,19,191,561
1991,54.22,6.24,95.82,54.77,4.18,0.43,99.81,48.42,51.58,49.23,13.59,165.51,40.49,46.16,0.31,,,0.64,0.0,7.81,63.04,32.03,0.0,18.96,2780,2694,5474,0,19,0.16,487
1991,61.91,3.04,57.04,67.97,6.81,0.6,88.62,64.51,35.49,190.9,31.47,972.32,68.48,93.55,0.63,,,35.88,28.29,69.64,23.48,33.94,0.2,15.26,21245,22864,12256,31853,198,397,615
1991,62.19,3.86,55.87,68.44,4.72,0.43,96.25,48.37,51.63,82.83,18.15,268.22,57.63,70.98,0.29,,,1.58,0.0,44.22,47.1,41.78,0.0,17.77,2038,1922,2670,1290,73,267,0.62
1991,58.49,4.07,72.81,62.04,5.92,0.64,94.13,69.2,30.8,133.6,13.65,730.13,49.49,67.04,0.79,,,31.24,38.27,44.84,38.34,41.95,0.0,15.18,8337,8595,8348,8585,124,314,558
1991,62.19,4.53,55.87,68.44,6.0,0.62,95.08,65.48,34.52,102.83,11.71,525.92,47.71,60.98,0.75,,,12.24,0.38,35.9,31.16,39.61,0.0,13.71,5069,5092,5522,4639,0.08,294,0.62
1991,58.76,5.07,71.47,62.69,4.95,0.4,100.0,44.26,55.74,57.49,14.68,154.56,48.63,57.49,0.23,,,0.0,0.0,1.15,68.68,42.67,0.0,24.67,1261,1241,2502,0,2,121,563
1991,61.15,4.99,60.36,66.64,4.71,0.57,96.01,63.05,36.95,94.78,17.47,449.27,47.97,58.46,0.57,,,7.66,0.0,24.99,60.43,31.97,0.0,11.73,4259,4211,5346,3124,93,257,603
1991,56.66,3.73,82.25,58.88,4.2,0.45,99.41,51.52,48.48,61.77,16.68,217.34,45.06,54.8,0.35,,,0.0,0.0,6.12,54.54,47.67,0.0,23.52,2005,1768,3773,0,12,0.12,528
1991,57.73,6.23,76.65,60.73,2.62,0.43,99.56,48.72,51.28,60.22,15.44,188.53,48.89,55.34,0.31,,,0.0,0.0,0.71,90.33,37.91,0.62,17.91,3310,3173,6484,0,94,152,546
1991,60.37,4.23,63.87,65.29,4.56,0.57,91.25,61.3,38.7,130.78,17.11,580.09,56.79,75.69,0.59,,,22.31,41.69,36.1,44.03,36.82,0.0,13.18,9295,9448,10466,8277,93,288,0.59
1991,56.66,6.71,82.25,58.88,2.74,0.47,99.49,54.0,46.0,66.65,20.43,266.72,46.15,53.45,0.36,,,2.63,0.0,9.47,62.65,41.33,0.0,6.51,1949,1672,3621,0,7,142,528
1991,58.62,4.87,72.18,62.26,3.94,0.55,96.1,59.51,40.49,81.97,12.73,352.57,47.27,59.87,0.51,,,10.31,8.24,31.35,53.55,37.92,0.0,26.87,11706,11440,15494,7652,48,219,0.56
1991,59.6,4.33,67.44,63.96,5.01,0.46,93.73,51.15,48.85,99.79,19.43,335.23,57.98,74.84,0.36,,,4.02,0.0,25.12,47.63,44.29,0.0,15.04,2814,2679,5492,0,35,252,577
1991,57.7,4.52,76.81,60.67,2.19,0.44,98.82,49.04,50.96,57.72,12.3,194.78,44.53,52.56,0.34,,,0.0,0.0,21.21,78.96,48.97,0.0,7.75,2016,1947,3962,0,44,154,545
1991,61.45,3.03,59.03,67.17,4.0,0.54,97.67,57.86,42.14,91.57,14.13,396.3,53.71,64.67,0.45,,,4.35,0.0,15.92,45.6,41.6,0.0,12.57,1621,1504,3124,0,64,0.23,608
1991,62.44,4.41,54.82,69.08,6.44,0.53,94.7,57.28,42.72,99.1,16.33,382.47,49.58,70.49,0.52,,,18.44,0.0,54.2,28.14,28.47,0.0,14.57,2290,2159,4449,0,157,337,624
1991,60.12,5.8,65.01,64.86,4.32,0.43,98.41,47.5,52.5,74.58,18.49,235.03,57.89,64.92,0.33,,,0.4,0.0,21.14,35.58,35.22,0.0,23.51,3486,3361,6846,0,32,233,585
1991,54.75,5.82,92.78,55.65,5.67,0.59,96.76,63.68,36.32,87.5,13.18,429.94,46.39,56.7,0.62,,,22.42,28.89,37.7,38.7,43.24,0.0,10.84,1851,1888,2184,1554,97,282,496
1991,58.62,4.6,72.18,62.26,6.62,0.42,98.54,47.7,52.3,86.09,23.78,273.49,59.7,72.23,0.31,,,1.0,0.0,5.71,51.41,50.07,0.0,13.91,2143,2004,4148,0,38,216,0.56
1991,63.59,4.02,50.13,66.36,5.56,0.65,94.0,69.36,30.64,158.52,19.35,894.03,56.15,74.71,0.77,,,27.77,37.76,43.95,29.9,31.13,0.0,20.01,9913,9945,10286,9572,188,386,643
1991,57.87,5.48,75.92,60.97,5.24,0.57,97.78,61.61,38.39,81.38,15.28,386.21,47.7,57.04,0.57,,,7.34,25.38,21.31,26.42,33.13,0.0,18.06,3356,3178,4794,1739,79,288,548
1991,62.44,6.72,54.82,69.08,6.59,0.59,94.46,62.82,37.18,103.2,11.97,479.17,48.81,63.7,0.57,,,21.85,1.5,55.18,27.52,30.56,0.0,21.98,3996,4102,3200,4897,116,344,624
1991,62.44,4.3,54.82,69.08,6.25,0.64,92.15,68.85,31.15,121.3,13.23,628.47,43.95,63.33,0.78,,,27.09,22.62,38.09,38.87,31.88,0.31,14.99,3876,3746,4016,3606,162,329,624
1991,55.62,6.71,87.86,57.13,4.67,0.56,99.56,58.12,41.88,48.69,6.35,212.12,35.3,38.09,0.53,,,0.93,0.0,15.85,31.47,34.45,0.0,8.86,2163,2052,4215,0,31,226,0.51
1991,60.66,4.86,62.56,65.79,5.23,0.6,99.35,62.17,37.83,50.57,2.13,235.18,34.6,38.89,0.51,,,1.15,0.0,15.76,33.29,36.67,0.0,21.49,2166,2136,4301,0,35,233,594
1991,53.44,6.62,100.47,53.47,3.16,0.57,98.88,61.95,38.05,60.42,11.62,260.48,39.88,46.78,0.53,,,0.0,0.0,4.36,96.9,55.12,0.0,23.11,2183,2005,4188,0,79,227,474
1991,61.45,3.57,59.03,67.17,7.29,0.53,93.91,57.65,42.35,141.47,29.47,615.32,68.54,91.61,0.47,,,19.52,7.78,52.78,19.1,38.49,0.0,12.28,4938,5255,2402,7790,85,355,608
1991,62.44,3.84,54.82,69.08,6.26,0.54,95.69,58.08,41.92,97.99,15.68,379.89,49.49,72.08,0.54,,,12.2,10.04,16.84,33.32,42.0,0.0,4.91,2737,2786,4194,1329,103,291,624
